LAT,LON,YEAR,DOY,PRECTOT,RH2M,T2M_MAX,T2M_MIN,T2M,PS,T2M_RANGE,ALLSKY_TOA_SW_DWN,ALLSKY_SFC_SW_DWN
15.65761,32.54961,2012,188,6.71,60.47,34.19,24.35,28.91,95.83,9.84,38,24.52
15.65761,32.54961,2012,189,4.69,55.59,34.3,23.83,28.74,95.98,10.48,38.96,24.47
15.65761,32.54961,2012,190,0.77,47.91,37.42,24.55,30.95,95.9,12.86,38.04,25.71
15.65761,32.54961,2012,191,4.39,51.8,35.8,25.75,30.56,95.84,10.06,38.17,22.62
15.65761,32.54961,2012,192,0.4,48.3,37.43,25.16,31.21,95.83,12.28,38.76,25.87
15.65761,32.54961,2012,193,0.72,43.37,38.78,26.56,32.43,95.79,12.22,38.2,24.64
15.65761,32.54961,2012,194,0.85,38.36,38.76,26.09,32.13,95.73,12.66,38.37,22.93
15.65761,32.54961,2012,195,1.19,42.09,38.8,25.42,31.87,95.77,13.38,38.09,26.01
15.65761,32.54961,2012,196,0.81,45.92,37.82,27.21,31.73,95.86,10.61,39.09,25.56
15.65761,32.54961,2012,197,0.28,42.34,39.32,25.46,31.85,95.83,13.86,38.18,25.79
15.65761,32.54961,2012,198,0.36,38.42,41.57,25.51,33.18,95.69,16.06,37.63,24.3
15.65761,32.54961,2012,199,0.06,35.39,38.82,26.84,32.38,95.63,11.97,38.55,25.61
15.65761,32.54961,2012,200,0.44,49.66,35.26,26.25,30.36,95.86,9.01,38.33,20.86
15.65761,32.54961,2012,201,0.01,54.07,34.43,25.67,30.04,96.05,8.76,37.88,25.24
15.65761,32.54961,2012,202,0.36,49.62,37.62,25.89,31.42,96.05,11.73,38.46,24.66
15.65761,32.54961,2012,203,0.35,40.88,39.33,26.83,32.78,95.85,12.51,38.96,25.69
15.65761,32.54961,2012,204,0.25,45.39,38.24,26.31,31.45,95.92,11.92,38.45,21.06
15.65761,32.54961,2012,205,0.92,43.76,38.73,26.14,32.07,95.92,12.59,38.65,22.11
15.65761,32.54961,2012,206,0.62,41.4,39.08,26.18,32.49,95.84,12.91,38.95,26.14
15.65761,32.54961,2012,207,2.82,37.95,40.04,26.43,32.65,95.74,13.61,38.71,24.94
15.65761,32.54961,2012,208,2.43,52.19,36.17,25.39,30.45,95.88,10.79,38.52,25.15
15.65761,32.54961,2012,209,0.8,46.84,37.82,24.74,30.91,95.8,13.08,38.25,25.7
15.65761,32.54961,2012,210,3.84,51.04,37.57,25.15,30.47,95.68,12.42,38.58,24.67
15.65761,32.54961,2012,211,3.9,58.52,34.02,25.32,29.6,95.74,8.7,38.83,25.5
15.65761,32.54961,2012,212,0.34,65.74,30.71,24.38,27.31,95.93,6.34,38.18,12.65
15.65761,32.54961,2012,213,0.23,58.33,34.5,23.65,28.6,95.99,10.85,38.64,24.74
15.65761,32.54961,2012,214,0.91,55.7,33.71,24.76,29.14,95.97,8.96,37.85,23.95
15.65761,32.54961,2012,215,0.64,61.07,33.14,24.78,28.75,96.04,8.36,38.68,24.4
15.65761,32.54961,2012,216,0.44,56.89,34.13,24.58,29.27,96.1,9.55,38.53,22.46
15.65761,32.54961,2012,217,2.73,50.55,37.91,25.13,30.91,95.96,12.79,38.27,24.16
15.65761,32.54961,2012,218,1.08,66.58,32.58,24.88,28.05,95.99,7.7,37.55,25.71
15.65761,32.54961,2012,219,0.29,56.52,34.92,23.23,29.15,95.9,11.68,-99,-99
15.65761,32.54961,2012,220,1.08,49.78,37.1,25.44,30.86,95.8,11.66,37.48,25.5
15.65761,32.54961,2012,221,1.54,56.78,33,24.96,28.92,96.07,8.04,38.54,25.03
15.65761,32.54961,2012,222,1.12,52.82,35.63,24.21,29.61,96.14,11.42,38.8,25.81
15.65761,32.54961,2012,223,0.6,53.68,35.89,24.8,30.05,96.11,11.09,38.35,15.62
15.65761,32.54961,2012,224,3.09,53.18,36.01,25.82,30.26,96.11,10.19,38.91,25.32
15.65761,32.54961,2012,225,1.76,61.74,32.73,24.27,28.18,96.06,8.46,38.81,25.67
15.65761,32.54961,2012,226,1.93,58.33,33.33,24.84,28.53,96,8.49,38.21,25.14
15.65761,32.54961,2012,227,2.17,58.6,33.67,23.74,28.23,96.09,9.94,38.04,16.58
15.65761,32.54961,2012,228,0.63,53.11,36.28,23.72,29.67,96.06,12.56,38.04,25.45
15.65761,32.54961,2012,229,0.41,49.43,36.2,25.08,30.52,95.94,11.13,37.23,25.82
15.65761,32.54961,2012,230,4.52,47.71,37.17,25.22,30.72,95.89,11.95,38.14,25.53
15.65761,32.54961,2012,231,2.63,46.46,37.46,23.5,30.4,95.85,13.96,38.21,22.6
15.65761,32.54961,2012,232,0.06,55.92,34.4,25.05,29.6,96,9.35,38.57,25.88
15.65761,32.54961,2012,233,0.36,48.96,36.84,24.31,30.67,96,12.53,38.39,25.32
15.65761,32.54961,2012,234,0.45,48.3,37.13,25.43,30.96,96.04,11.71,37.62,13.8
15.65761,32.54961,2012,235,0.43,50.41,35.61,25.95,30.69,96.09,9.66,37.6,24.68
15.65761,32.54961,2012,236,0.36,48.28,36.26,25.84,30.58,95.98,10.42,38.09,25.07
15.65761,32.54961,2012,237,0.2,45.04,37.37,24.27,31.04,95.9,13.1,37.81,25.85
15.65761,32.54961,2012,238,0.5,35.03,40.9,25.56,33,95.86,15.34,37.27,25.52
15.65761,32.54961,2012,239,0.11,43.25,38.01,24.96,30.96,95.98,13.05,37.26,25.39
15.65761,32.54961,2012,240,0.24,47.16,37.17,24.58,29.86,96.03,12.59,37.23,25.65
15.65761,32.54961,2012,241,0.71,32.85,40.09,23.71,31.46,95.98,16.38,37.5,23.7
15.65761,32.54961,2012,242,0.79,44.2,38.73,25.21,31.72,95.98,13.51,37.65,25.13
15.65761,32.54961,2012,243,0.24,43.47,38.95,26.21,32.39,95.96,12.74,38.24,25.29
15.65761,32.54961,2012,244,0.41,42.11,38.88,27.06,32.1,95.93,11.83,37.28,19.73
15.65761,32.54961,2012,245,0.31,49.7,37.21,24.72,30.74,96.01,12.49,37.48,24.44
15.65761,32.54961,2012,246,0.14,37.13,40.16,25.01,32.53,96.01,15.15,37.17,25.13
15.65761,32.54961,2012,247,0.01,21.06,41.5,25.85,33.31,95.87,15.65,36.79,22.92
15.65761,32.54961,2012,248,0.01,28.5,39.85,24.23,31.9,95.88,15.63,37.83,24.72
15.65761,32.54961,2012,249,0,27.98,40.37,24.47,32.71,95.88,15.89,37.86,25.23
15.65761,32.54961,2012,250,0.02,22.11,40.52,25.54,32.74,95.98,14.98,37.35,24.77
15.65761,32.54961,2012,251,0,26.66,39.8,23.91,31.74,96.02,15.89,37.95,25.07
15.65761,32.54961,2012,252,0,19.67,40.43,23.97,32.09,96.01,16.45,37.13,25.13
15.65761,32.54961,2012,253,0,24.26,39.5,24.15,32.03,95.99,15.35,37.9,25.49
15.65761,32.54961,2012,254,0,19.78,40.93,25.18,33.11,95.93,15.74,36.14,25.04
15.65761,32.54961,2012,255,0,19.55,40.72,24.86,33.1,95.97,15.86,37.76,25
15.65761,32.54961,2012,256,0,24.58,39.21,25.19,32.28,96.06,14.03,36.68,22.69
15.65761,32.54961,2012,257,0.01,26.34,40.2,26.33,33.26,95.97,13.87,36.09,24.92
15.65761,32.54961,2012,258,0,22.86,40.65,25.17,32.99,96.01,15.48,37.15,23.53
15.65761,32.54961,2012,259,0,21.94,39.88,25.08,32.32,95.99,14.79,37.41,24.46
15.65761,32.54961,2012,260,0.01,33.34,38.29,25.53,31.88,96.12,12.76,37.3,24.32
15.65761,32.54961,2012,261,0.09,30.52,40.16,24.5,32.81,96.1,15.66,36.27,24.55
15.65761,32.54961,2012,262,0,22.15,41.29,25.47,33.61,95.94,15.83,35.87,24.3
15.65761,32.54961,2012,263,0.02,30.09,41.34,24.74,33.08,95.86,16.6,36.59,24.73
15.65761,32.54961,2012,264,0.35,40.52,38.81,25.15,31.94,95.93,13.66,36.31,18.37
15.65761,32.54961,2012,265,0.05,38.34,40.69,25.9,32.87,95.95,14.79,36.48,24.6
15.65761,32.54961,2012,266,0.11,32.35,40.7,26.57,33.41,95.93,14.13,36.9,24.25
15.65761,32.54961,2012,267,0.02,29.26,41.4,25.81,33.59,95.92,15.59,36.55,24.39
15.65761,32.54961,2012,268,0.04,26.31,41.54,26.13,33.94,95.83,15.41,36.36,24.18
15.65761,32.54961,2012,269,0,28.88,41.35,27.02,34.07,95.81,14.33,35.73,24.15
15.65761,32.54961,2012,270,0.09,37.06,38.31,27.38,32.99,95.94,10.93,36.48,23.72
15.65761,32.54961,2012,271,0.03,25.33,41.58,26.8,34.19,95.97,14.78,35.41,23.91
15.65761,32.54961,2012,272,0.27,34.45,40.49,27.13,33.83,96.07,13.36,36,23.98
15.65761,32.54961,2012,273,0.75,32.36,40.89,26.81,34.08,96.04,14.09,35.59,23.82
15.65761,32.54961,2012,274,0.18,31.99,40.86,27.57,34.35,95.94,13.28,35.12,23.17
15.65761,32.54961,2012,275,2.42,41.86,38.33,27.81,32.49,96.05,10.52,35.44,21.98
15.65761,32.54961,2012,276,2.54,46.52,37.42,25.42,31.6,96.14,12,34.92,22.12
15.65761,32.54961,2012,277,0.04,41.56,37.57,27.11,31.89,96.14,10.45,34.92,22.93
15.65761,32.54961,2012,278,0.02,33.31,39.99,26.48,33.63,95.92,13.51,35.29,23.02
15.65761,32.54961,2012,279,0.01,25.78,41.12,26.9,33.77,95.79,14.21,34.68,23.58
15.65761,32.54961,2012,280,0,24.79,41.07,25.48,33.62,95.83,15.59,35.48,23.35
15.65761,32.54961,2012,281,0,23.27,41.46,26.5,34.18,95.86,14.96,35.09,23.72
15.65761,32.54961,2012,282,0.04,24.66,41.18,27.73,34.44,95.84,13.45,33.96,22.78
15.65761,32.54961,2012,283,6.12,23.18,40.96,27.01,33.73,95.78,13.94,34.37,21.98
15.65761,32.54961,2012,284,28.15,51.52,31.87,23.95,27.25,95.94,7.92,34.52,23.11
15.65761,32.54961,2012,285,0.61,39.02,37.43,22.2,29.78,95.93,15.23,34.73,23.18
15.65761,32.54961,2012,286,0.08,32.29,38.77,23.19,30.24,95.98,15.58,34.45,23.17
15.65761,32.54961,2012,287,0,34.21,39.22,23.68,31.8,95.93,15.54,33.48,20.95
15.65761,32.54961,2012,288,0,40.17,38.84,26.93,32.93,95.87,11.91,34.24,22.97
15.65761,32.54961,2012,289,0,34.01,39.4,25.74,32.1,95.91,13.66,34.08,22.14
15.65761,32.54961,2012,290,0,34.98,38.98,23.81,31.71,95.98,15.18,33.42,22.59
15.65761,32.54961,2012,291,0,31.57,39.4,25.51,31.68,95.93,13.89,33.08,22.8
15.65761,32.54961,2012,292,0,29.34,39.09,22.69,31.26,95.81,16.39,33.61,23.26
15.65761,32.54961,2012,293,0,26.32,39.22,24.61,32.04,95.83,14.62,33.77,22.88
15.65761,32.54961,2012,294,0,23.76,40.11,26.1,32.66,95.77,14.01,32.48,22.54
15.65761,32.54961,2012,295,0,24.62,40.5,24.4,32.11,95.7,16.1,33.45,22.37
15.65761,32.54961,2012,296,0,24.8,39.72,26.6,32.63,95.86,13.12,33.17,22.21
15.65761,32.54961,2012,297,0,21,38.6,25.54,31.34,95.94,13.06,32.16,22.29
15.65761,32.54961,2012,298,0,14.72,37.89,22.15,29.32,95.97,15.74,32.39,22.51
15.65761,32.54961,2012,299,0,13.92,36.59,21.32,28.22,96.04,15.27,33.08,21.93
15.65761,32.54961,2012,300,0,16.52,36.78,19.63,27.63,96.03,17.15,32.07,20.91
15.65761,32.54961,2012,301,0.02,21.66,37.9,21.5,29.48,95.94,16.39,32.22,22.37
15.65761,32.54961,2012,302,0,30.37,38.37,25.89,31.49,95.97,12.48,31.7,22.38
15.65761,32.54961,2012,303,0,24.14,38.27,23.06,30.09,95.94,15.22,31.87,22.33
15.65761,32.54961,2012,304,0,17.53,37.77,21.89,29.05,95.9,15.88,32.45,22.34
15.65761,32.54961,2012,305,0,16.79,38.11,20.33,28.72,95.89,17.78,31.57,22.31
15.65761,32.54961,2012,306,0.02,24.12,38.59,21.43,30.31,95.92,17.15,31.37,20.55
15.65761,32.54961,2012,307,0.03,23.42,38.57,26.07,31.61,95.91,12.5,31.67,21.16
15.65761,32.54961,2012,308,0.16,23.69,38.89,23.2,31.15,95.93,15.69,31.83,21.27
15.65761,32.54961,2012,309,0.07,36.84,37.93,25.21,31.77,95.98,12.72,30.74,20.93
15.65761,32.54961,2012,310,0.06,28.42,35.19,27.6,31.2,96.03,7.59,31.18,19.41
15.65761,32.54961,2012,311,0.15,18.59,37.89,23.69,30.2,96.04,14.2,30.68,19.91
15.65761,32.54961,2012,312,0,22.14,36.44,22.01,28.55,96.11,14.43,31.26,21.33
15.65761,32.54961,2012,313,0,25.69,35.61,21.08,27.87,95.99,14.52,31.04,21
15.65761,32.54961,2012,314,0,25.36,35.55,21.79,28.06,96,13.75,30.27,20.32
15.65761,32.54961,2012,315,0,25.65,35.49,21.89,27.99,96.08,13.6,30.83,20.61
15.65761,32.54961,2012,316,0,27.17,36.09,21.6,28.33,96.21,14.49,30.04,20.41
15.65761,32.54961,2012,317,0,29.83,36.04,21.64,28.41,96.19,14.4,30.74,20.41
15.65761,32.54961,2012,318,0,22.86,35.23,20.45,27.1,96.16,14.78,29.96,20.57
15.65761,32.54961,2012,319,0,18.91,35,18.3,25.72,96.15,16.7,29.75,20.72
15.65761,32.54961,2012,320,0,16.43,35.28,17.07,25.33,96.14,18.21,30.23,20.74
15.65761,32.54961,2012,321,0,16.44,36.03,16.81,25.72,96.17,19.21,29.33,20.58
15.65761,32.54961,2012,322,0,16.55,37.56,18.83,27.57,96.12,18.73,30,20.3
15.65761,32.54961,2012,323,0,16.14,37.89,20.22,28.24,96.14,17.67,30.13,20.16
15.65761,32.54961,2012,324,0,15.12,36.2,19.84,27,96.2,16.36,30.17,20.3
15.65761,32.54961,2012,325,0,15.31,34.87,17.36,25.27,96.19,17.51,29.83,20.63
15.65761,32.54961,2012,326,0,21.61,35.06,16.92,25.46,96.11,18.14,29.75,20.53
15.65761,32.54961,2012,327,0,22.71,35.62,17.8,26.23,96.03,17.82,29.48,20.61
15.65761,32.54961,2012,328,0,24.61,35.45,19.78,26.94,96.12,15.66,28.87,20.12
15.65761,32.54961,2012,329,0,19.5,33.6,17.51,24.76,96.21,16.09,29,20.39
15.65761,32.54961,2012,330,0,20.18,32.79,16.11,23.67,96.28,16.68,29.04,19.82
15.65761,32.54961,2012,331,0,24.21,32.09,15.93,23.3,96.32,16.16,28.42,19.84
15.65761,32.54961,2012,332,0,23.89,31.69,15.22,22.95,96.31,16.47,28.96,19.84
15.65761,32.54961,2012,333,0,24.39,29.6,15.08,21.65,96.41,14.51,28.83,19.74
15.65761,32.54961,2012,334,0,23.12,30.44,13.53,21.26,96.36,16.91,29.04,20.44
15.65761,32.54961,2012,335,0,23.25,33.41,14.2,23.16,96.26,19.21,28.54,19.88
15.65761,32.54961,2012,336,0,21.2,34.53,15.82,24.5,96.22,18.72,28.48,20.07
15.65761,32.54961,2012,337,0,23.19,34.85,16.53,25.05,96.2,18.32,29.13,19.66
15.65761,32.54961,2012,338,0,35.42,34.13,18.14,25.73,96.12,15.99,28.71,19.82
15.65761,32.54961,2012,339,0,32.74,34.65,18.59,26.3,95.97,16.06,28.3,19.37
15.65761,32.54961,2012,340,0,35.13,34.47,20.07,26.7,95.99,14.4,28,17.77
15.65761,32.54961,2012,341,0,25.15,35.24,19.55,26.57,96.14,15.69,28.74,19.71
15.65761,32.54961,2012,342,0,25.49,35.46,18.32,26.2,96.22,17.14,27.71,19.75
15.65761,32.54961,2012,343,0,24.92,34.89,18.38,25.82,96.18,16.5,28.35,19.72
15.65761,32.54961,2012,344,0,28.96,34.62,17.34,25.39,96.18,17.29,28.57,19.47
15.65761,32.54961,2012,345,0,33.37,34.72,18.71,26.24,96.11,16.01,28.7,19.45
15.65761,32.54961,2012,346,0,24.82,33.58,18.8,25.49,96.22,14.78,27.5,19.51
15.65761,32.54961,2012,347,0,33.9,34.61,18.1,25.67,96.19,16.51,28.42,19.52
15.65761,32.54961,2012,348,0,29.22,33.3,18.61,25.12,96.23,14.69,28.17,19.34
15.65761,32.54961,2012,349,0,28.42,32.25,15.9,23.48,96.26,16.35,28.08,19.76
15.65761,32.54961,2012,350,0,25.83,31.77,15.02,22.85,96.28,16.75,27.64,19.65
15.65761,32.54961,2012,351,0,26.46,28.88,14.06,20.78,96.38,14.82,27.76,19.78
15.65761,32.54961,2012,352,0,28.49,30.59,12.53,20.86,96.28,18.05,28.12,19.71
15.65761,32.54961,2012,353,0,28.61,30.38,13.82,21.43,96.32,16.56,28,19.58
15.65761,32.54961,2012,354,0,25.48,30.91,14.32,21.82,96.3,16.59,28.11,18.36
15.65761,32.54961,2012,355,0,20.33,30.41,14.4,21.64,96.22,16.01,28.19,17.37
15.65761,32.54961,2012,356,0,19.1,28.82,13.51,20.53,96.3,15.31,27.83,19.52
15.65761,32.54961,2012,357,0,21.34,27.98,12.6,19.63,96.43,15.38,28.38,19.5
15.65761,32.54961,2012,358,0,21.66,30.59,12.4,20.64,96.4,18.19,27.62,19.32
15.65761,32.54961,2012,359,0,17.53,28.7,13.58,20.41,96.55,15.12,28.43,19.08
15.65761,32.54961,2012,360,0,24.17,25.61,12.39,17.84,96.7,13.22,27.76,19.2
15.65761,32.54961,2012,361,0,29.47,26.66,9.91,17.48,96.63,16.75,28.24,19.41
15.65761,32.54961,2012,362,0,31.25,28.3,10.7,18.84,96.48,17.6,27.79,19.07
15.65761,32.54961,2012,363,0,24.34,29.52,11.44,19.74,96.36,18.08,28.17,19.6
15.65761,32.54961,2012,364,0,25.29,29.38,11.96,19.8,96.34,17.42,28.42,19.92
15.65761,32.54961,2012,365,0,24.29,29.22,11.74,19.64,96.43,17.48,28.4,19.56
15.65761,32.54961,2012,366,0,24.1,29.08,11.33,19.44,96.41,17.75,27.92,20.02
15.65761,32.54961,2013,1,0,28.1,30.93,11.88,20.86,96.4,19.04,28.5,20.23
15.65761,32.54961,2013,2,0,32.35,32.37,14.87,22.99,96.43,17.5,28.04,19.35
15.65761,32.54961,2013,3,0,34.27,33.72,16.02,24.1,96.51,17.7,28.13,19.87
15.65761,32.54961,2013,4,0,22.27,32.37,14.69,22.6,96.46,17.68,28.57,20.32
15.65761,32.54961,2013,5,0,17.62,31.34,13.21,21.26,96.32,18.13,28.35,20.47
15.65761,32.54961,2013,6,0,20.92,30.13,13.53,20.9,96.42,16.6,28.87,20.2
15.65761,32.54961,2013,7,0,25.1,27.19,13.32,19.45,96.66,13.87,29,19.83
15.65761,32.54961,2013,8,0,25.39,27.32,12.04,18.87,96.62,15.27,28.83,19.99
15.65761,32.54961,2013,9,0,21.43,25.29,10.75,17.33,96.68,14.55,28.04,20.38
15.65761,32.54961,2013,10,0,30.15,25.38,10.56,17.21,96.71,14.82,28.24,20.22
15.65761,32.54961,2013,11,0,26.82,26.07,9.14,16.87,96.73,16.93,28.29,20.5
15.65761,32.54961,2013,12,0,30.87,28.83,9.91,18.94,96.51,18.93,29.09,20.16
15.65761,32.54961,2013,13,0,23.42,29.1,11.9,19.88,96.45,17.21,29.43,20.69
15.65761,32.54961,2013,14,0,30.96,30.65,12.9,21.1,96.36,17.75,29.52,20.25
15.65761,32.54961,2013,15,0,32.91,32.55,13.7,22.38,96.31,18.84,28.52,20.59
15.65761,32.54961,2013,16,0,35.31,34.22,14.32,23.79,96.22,19.9,29.58,20.61
15.65761,32.54961,2013,17,0,38.57,34.41,16.42,24.93,96.15,17.98,29.29,20.32
15.65761,32.54961,2013,18,0,34.88,35.16,17.86,25.62,96.15,17.3,28.84,20.01
15.65761,32.54961,2013,19,0,28.96,36.14,17.32,26.28,96.23,18.82,29.87,20.51
15.65761,32.54961,2013,20,0,30.42,36.84,20.42,27.87,96.26,16.41,29.7,20.62
15.65761,32.54961,2013,21,0,31.47,36.39,19.94,27.49,96.27,16.45,29.04,20.75
15.65761,32.54961,2013,22,0,29.92,36.34,19.96,27.36,96.26,16.38,30.25,20.45
15.65761,32.54961,2013,23,0,35.23,36.18,19.01,27.16,96.2,17.17,29.26,20.86
15.65761,32.54961,2013,24,0,39.68,35.23,19.31,26.61,96.06,15.92,29.54,21.03
15.65761,32.54961,2013,25,0,35.61,35.84,19.67,27.22,96.02,16.17,30.67,20.69
15.65761,32.54961,2013,26,0,22.39,37.32,19.43,27.86,95.99,17.89,30.39,21.48
15.65761,32.54961,2013,27,0,23.24,38.35,19.69,28.66,95.96,18.66,30.5,21.13
15.65761,32.54961,2013,28,0,21.15,38.72,21.98,29.26,96.05,16.74,30.04,20.93
15.65761,32.54961,2013,29,0,22.9,30.67,19.31,23.96,96.26,11.35,30.19,20.76
15.65761,32.54961,2013,30,0,15.19,30.45,16.37,22.41,96.2,14.09,30.21,21.35
15.65761,32.54961,2013,31,0,17.68,26.6,14.43,19.96,96.53,12.17,30.16,21.53
15.65761,32.54961,2013,32,0,22.57,25.76,12.93,18.89,96.68,12.83,30.6,20.58
15.65761,32.54961,2013,33,0,24.24,27.95,12.68,19.68,96.69,15.27,31.32,20.62
15.65761,32.54961,2013,34,0,23.02,30.54,13.08,21.17,96.51,17.46,30.72,21.16
15.65761,32.54961,2013,35,0,24.13,33.73,17.41,24.18,96.31,16.31,30.78,21.37
15.65761,32.54961,2013,36,0,20.26,35.35,16.31,25.22,96.21,19.04,31.54,21.71
15.65761,32.54961,2013,37,0,19.09,35.01,17.94,25.66,96.27,17.07,31.43,21.56
15.65761,32.54961,2013,38,0,22.15,34.52,16.73,24.85,96.24,17.78,31.87,21.61
15.65761,32.54961,2013,39,0,25.65,37.69,17.76,27.09,96.01,19.92,31.09,21.68
15.65761,32.54961,2013,40,0,27.94,36.98,20.13,28.01,96,16.85,31.78,22.06
15.65761,32.54961,2013,41,0,25.56,35.98,19.22,26.97,96,16.75,32.25,22.26
15.65761,32.54961,2013,42,0,28.15,35.37,19.17,26.73,96,16.2,32.26,22.43
15.65761,32.54961,2013,43,0,23.12,34.82,18.08,25.95,95.99,16.73,32.92,22.44
15.65761,32.54961,2013,44,0,27.53,35.1,17.6,25.73,95.98,17.5,32.12,22.42
15.65761,32.54961,2013,45,0,22.42,36.05,16.7,25.98,95.99,19.35,32.87,22.69
15.65761,32.54961,2013,46,0,21.41,36.99,18.98,27.5,96.03,18.01,33,22.57
15.65761,32.54961,2013,47,0,26.29,36.2,19.13,27.28,96.04,17.07,32.24,22.72
15.65761,32.54961,2013,48,0,28.54,35.89,18.8,26.77,95.88,17.09,33.65,22.81
15.65761,32.54961,2013,49,0,21.6,35.97,18.33,26.53,95.88,17.65,33.17,23.14
15.65761,32.54961,2013,50,0,15.05,34.66,17.42,25.43,96.1,17.25,32.92,22.7
15.65761,32.54961,2013,51,0,19.03,34.84,17.09,25.27,96.26,17.75,33.7,23.29
15.65761,32.54961,2013,52,0,11.35,35.38,15.64,24.76,96.2,19.73,34.08,24.01
15.65761,32.54961,2013,53,0,9.09,36.62,14.95,25.42,96.11,21.68,34.17,24.22
15.65761,32.54961,2013,54,0,9.14,37.42,18.9,27.32,96.18,18.52,33.71,24.01
15.65761,32.54961,2013,55,0,19.34,35.92,18.18,26.34,96.17,17.74,34.52,23.61
15.65761,32.54961,2013,56,0,27.84,38.78,18.5,27.99,96,20.27,33.25,23.35
15.65761,32.54961,2013,57,0,25.47,41.41,21.72,30.99,95.94,19.69,33.96,23.4
15.65761,32.54961,2013,58,0,13.76,40.65,21.88,30.64,95.95,18.76,33.83,23.72
15.65761,32.54961,2013,59,0,16.29,39.57,21.6,29.83,95.92,17.97,34.42,24.08
15.65761,32.54961,2013,60,0,21.33,38.17,21,28.95,95.93,17.17,33.88,23.23
15.65761,32.54961,2013,61,0,23.21,38.19,20.88,29.16,96,17.32,35.12,23.58
15.65761,32.54961,2013,62,0,13.58,38.34,20.29,28.7,96.04,18.05,35.29,23.62
15.65761,32.54961,2013,63,0,15.17,38.5,18.88,28.37,96.06,19.62,35.21,24.03
15.65761,32.54961,2013,64,0,18.88,38.19,20.4,29.01,96.03,17.8,35.3,22.54
15.65761,32.54961,2013,65,0,14.37,37.62,21,28.44,96.1,16.62,35.5,24.49
15.65761,32.54961,2013,66,0,19.58,36.41,17.34,26.65,96.05,19.08,34.92,24.41
15.65761,32.54961,2013,67,0,13.65,37.77,18.44,27.78,96.04,19.33,35.83,24.13
15.65761,32.54961,2013,68,0,10.49,38,19.3,28.33,96.08,18.69,35.96,23.97
15.65761,32.54961,2013,69,0,14.41,35.04,19.25,26.52,96.17,15.79,36.21,24.59
15.65761,32.54961,2013,70,0,16.52,35.74,16.79,25.82,96.11,18.95,35.26,24.02
15.65761,32.54961,2013,71,0,11.71,38,17.02,27.3,95.97,20.98,36,24.42
15.65761,32.54961,2013,72,0,8.5,39.36,19.07,29.02,95.92,20.29,36.39,24.8
15.65761,32.54961,2013,73,0,9.52,41.03,21.21,30.8,95.8,19.82,36.27,24.84
15.65761,32.54961,2013,74,0,10.77,41.89,24.89,32.96,95.8,16.99,35.91,24.23
15.65761,32.54961,2013,75,0.04,11.9,42.42,24.85,33.24,95.76,17.57,36.83,24.28
15.65761,32.54961,2013,76,0,11.01,38.74,22.06,29.48,95.94,16.68,36.17,25.19
15.65761,32.54961,2013,77,0,14.95,36.08,18.84,26.63,96.04,17.24,36.38,25.46
15.65761,32.54961,2013,78,0,11.89,35.98,16.32,25.74,95.87,19.66,37,26.06
15.65761,32.54961,2013,79,0,11.33,35.82,17.21,25.91,95.94,18.61,36.96,26.06
15.65761,32.54961,2013,80,0,10.01,37.22,16.97,26.66,95.92,20.25,36.54,26.3
15.65761,32.54961,2013,81,0,10.98,38.62,17.89,28.14,95.79,20.74,36.08,25.99
15.65761,32.54961,2013,82,0,9.39,37.43,19.33,27.64,95.84,18.1,-99,-99
15.65761,32.54961,2013,83,0,15.88,37.13,18.67,27.62,95.94,18.46,37.33,26.1
15.65761,32.54961,2013,84,0,11.56,37.24,18.28,27.49,95.98,18.95,36.3,26.22
15.65761,32.54961,2013,85,0,7.95,38.01,17.91,27.47,95.91,20.1,37.42,26.33
15.65761,32.54961,2013,86,0,6.99,38.34,18.19,27.73,95.95,20.15,37.04,26.59
15.65761,32.54961,2013,87,0,12.36,38.29,18.81,28.46,95.99,19.48,36.71,26.2
15.65761,32.54961,2013,88,0,8.71,37.71,19.56,27.88,96.04,18.15,36.68,26.56
15.65761,32.54961,2013,89,0,6.14,37.32,16.77,26.74,96,20.55,37.08,26.38
15.65761,32.54961,2013,90,0,5.83,39.49,17.29,28.25,96.01,22.2,36.72,26.16
15.65761,32.54961,2013,91,0,10.08,39.68,21.25,30.75,96.05,18.43,36.96,24.85
15.65761,32.54961,2013,92,0,16.26,41.08,23.94,31.97,95.95,17.15,37.04,25.61
15.65761,32.54961,2013,93,0,15.39,40.83,22.22,31.34,95.88,18.6,37.96,25.66
15.65761,32.54961,2013,94,0,9.22,40.78,22.14,30.94,95.92,18.65,38.09,26.27
15.65761,32.54961,2013,95,0,9.35,39.37,21.14,29.58,96.03,18.23,37.58,26.75
15.65761,32.54961,2013,96,0,10.06,37.9,17.19,27.44,95.97,20.71,37.48,27.16
15.65761,32.54961,2013,97,0,9.77,38.08,18.1,27.84,95.88,19.98,37.4,27.14
15.65761,32.54961,2013,98,0,6.81,39.33,18.16,28.62,95.92,21.17,37.54,26.7
15.65761,32.54961,2013,99,0,7,39.5,18.62,28.76,95.98,20.88,37.84,27.4
15.65761,32.54961,2013,100,0,8.8,36.94,19.03,27.4,96.06,17.9,38.46,27.18
15.65761,32.54961,2013,101,0,9.03,36.42,16.34,26.3,95.95,20.08,37.84,27.12
15.65761,32.54961,2013,102,0,11.71,35.93,17.3,26.54,96.06,18.63,38,27.01
