LAT,LON,YEAR,MO,DY,T2M_RANGE,T2MWET,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M
15.55131,32.53211,2011,12,30,19.43,7.39,37.16,17.73,26.57,0,7.11,31.46
15.55131,32.53211,2011,12,31,18.65,5.7,36.65,18,26.29,0,6.01,27.09
15.55131,32.53211,2012,1,1,15.91,5.12,32.98,17.07,24.18,0,5.72,29.28
15.55131,32.53211,2012,1,2,15.11,1.93,29.97,14.86,21.57,0,4.76,28.58
15.55131,32.53211,2012,1,3,16.28,1.59,28.98,12.7,20.18,0,4.53,29.64
15.55131,32.53211,2012,1,4,17.03,2.58,29.83,12.8,20.62,0,4.87,30.99
15.55131,32.53211,2012,1,5,17.82,0.01,30.34,12.52,20.49,0,3.95,25.35
15.55131,32.53211,2012,1,6,16.89,-1.37,29.47,12.58,20.07,0,3.54,23.28
15.55131,32.53211,2012,1,7,17.69,-2.48,30.14,12.46,20.5,0,3.24,20.75
15.55131,32.53211,2012,1,8,16.19,-4.18,30.23,14.04,21.25,0,2.81,17.26
15.55131,32.53211,2012,1,9,15.64,-4.21,29.09,13.45,20.59,0,2.8,17.92
15.55131,32.53211,2012,1,10,17.61,-4.28,30.57,12.96,20.76,0,2.8,17.65
15.55131,32.53211,2012,1,11,14.88,-3.75,28.06,13.18,19.83,0,2.92,19.54
15.55131,32.53211,2012,1,12,15.82,-1.69,28.18,12.35,19.52,0,3.55,24.24
15.55131,32.53211,2012,1,13,14.07,-5.21,25.7,11.63,18.04,0,2.6,19.5
15.55131,32.53211,2012,1,14,15.11,-6.04,26.19,11.08,17.92,0,2.41,18.23
15.55131,32.53211,2012,1,15,16.32,-3.29,27.14,10.81,18.32,0,3.14,23.11
15.55131,32.53211,2012,1,16,17.31,-6.71,28.17,10.86,18.66,0,2.27,16.29
15.55131,32.53211,2012,1,17,18.04,-7.14,29.29,11.25,19.09,0,2.18,15.23
15.55131,32.53211,2012,1,18,19.66,-4.6,30.35,10.69,19.5,0,2.75,18.77
15.55131,32.53211,2012,1,19,18.39,-1.45,29.55,11.17,19.6,0,3.53,23.95
15.55131,32.53211,2012,1,20,17.29,-2.28,28.71,11.42,19.36,0,3.37,23.19
15.55131,32.53211,2012,1,21,16.03,-3.04,27.64,11.6,18.78,0,3.14,22.41
15.55131,32.53211,2012,1,22,17.94,-4.42,28.3,10.37,18.53,0,2.8,20.31
15.55131,32.53211,2012,1,23,17.48,-7.46,28.01,10.52,18.18,0,2.14,15.89
15.55131,32.53211,2012,1,24,18.64,-1.87,29.27,10.63,19.14,0,3.56,24.86
15.55131,32.53211,2012,1,25,19.4,0.85,31.68,12.28,21.25,0,4.27,26.06
15.55131,32.53211,2012,1,26,20.2,-0.81,32.99,12.79,22.35,0,3.74,21.37
15.55131,32.53211,2012,1,27,18.5,3.59,33.08,14.58,23.45,0,5.29,28.26
15.55131,32.53211,2012,1,28,17.27,2.22,32.72,15.45,23.26,0,4.88,26.4
15.55131,32.53211,2012,1,29,18.96,-0.46,32.47,13.52,22.29,0,4.02,23
15.55131,32.53211,2012,1,30,21.03,2.49,35.27,14.25,23.91,0,5.01,25.94
15.55131,32.53211,2012,1,31,20.86,-3.45,37.06,16.2,26.1,0,3.01,13.7
15.55131,32.53211,2012,2,1,17.07,-4.83,33.62,16.55,24.03,0,2.66,13.75
15.55131,32.53211,2012,2,2,17.22,-3.4,31.75,14.53,22.39,0,3.01,17.18
15.55131,32.53211,2012,2,3,19.75,1.03,34.34,14.59,23.76,0,4.51,23.67
15.55131,32.53211,2012,2,4,19.3,-0.97,34.87,15.57,24.49,0,3.7,18.56
15.55131,32.53211,2012,2,5,19.34,4.71,35.22,15.87,24.96,0,5.96,28.98
15.55131,32.53211,2012,2,6,19.5,8.77,38.45,18.96,27.56,0,7.82,32.5
15.55131,32.53211,2012,2,7,18.73,8.34,38.25,19.52,28.25,0,7.39,29.52
15.55131,32.53211,2012,2,8,17.35,6.99,37.05,19.7,27.6,0,6.56,27.25
15.55131,32.53211,2012,2,9,18.29,6.91,37.37,19.08,27.57,0,6.56,27.3
15.55131,32.53211,2012,2,10,16.02,8.75,35.65,19.63,27.07,0,7.47,32.02
15.55131,32.53211,2012,2,11,15.64,9.87,35.06,19.42,26.45,0,8.13,36.18
15.55131,32.53211,2012,2,12,16.34,8.76,35.39,19.05,26.46,0,7.57,33.64
15.55131,32.53211,2012,2,13,17.65,8.07,36.65,19.01,27.06,0,7.15,30.67
15.55131,32.53211,2012,2,14,17.6,7.95,37.63,20.03,27.97,0,7.31,29.7
15.55131,32.53211,2012,2,15,19.26,2.73,38.67,19.41,28.26,0,5,19.99
15.55131,32.53211,2012,2,16,20.02,0.38,38.86,18.84,28.16,0,4.08,16.42
15.55131,32.53211,2012,2,17,17.27,0.2,35.96,18.69,26.29,0,4.03,18.15
15.55131,32.53211,2012,2,18,15.97,-6.75,31.75,15.78,22.95,0,2.25,12.41
15.55131,32.53211,2012,2,19,17.46,-2.51,31.48,14.02,22.09,0,3.27,19.02
15.55131,32.53211,2012,2,20,17.43,1.63,32.67,15.24,23.23,0,4.64,25.14
15.55131,32.53211,2012,2,21,18.17,1.59,34.13,15.96,24.48,0,4.53,22.75
15.55131,32.53211,2012,2,22,18.33,3.17,35.24,16.91,25.52,0,5.11,24.03
15.55131,32.53211,2012,2,23,18.14,8.08,36.24,18.1,26.77,0,7.27,31.68
15.55131,32.53211,2012,2,24,18.19,9.48,38.18,19.99,28.43,0,8.07,31.89
15.55131,32.53211,2012,2,25,13.27,0.73,32.45,19.19,25.07,0,4.22,20.39
15.55131,32.53211,2012,2,26,15.61,-4.35,29.39,13.78,21.01,0,2.79,17.28
15.55131,32.53211,2012,2,27,19.42,-4.24,31.56,12.14,21.57,0,2.83,16.92
15.55131,32.53211,2012,2,28,20.35,-2.29,34.9,14.54,24.59,0,3.32,16.54
15.55131,32.53211,2012,2,29,17.98,-4.95,33.46,15.47,23.88,0,2.65,13.78
15.55131,32.53211,2012,3,1,17.47,-6.68,31.17,13.69,21.59,0,2.29,13.7
15.55131,32.53211,2012,3,2,18.94,-9.23,31.4,12.47,21.44,0,1.76,10.67
15.55131,32.53211,2012,3,3,15.66,-3.39,29.4,13.74,21.07,0,3.04,18.86
15.55131,32.53211,2012,3,4,16.78,-6.66,29.37,12.59,20.54,0,2.33,14.93
15.55131,32.53211,2012,3,5,18.35,-4.72,31.1,12.75,21.47,0,2.77,16.74
15.55131,32.53211,2012,3,6,19.66,-3.43,33.13,13.48,23.09,0,3.06,16.73
15.55131,32.53211,2012,3,7,20.46,0.28,35.66,15.2,25.34,0,4.21,20.06
15.55131,32.53211,2012,3,8,19.52,2.89,37.75,18.23,27.6,0,5.14,21.43
15.55131,32.53211,2012,3,9,19.81,5.09,39.21,19.4,28.92,0,5.98,23.04
15.55131,32.53211,2012,3,10,19.67,6.17,39.75,20.09,29.65,0,6.66,24.56
15.55131,32.53211,2012,3,11,19.48,4,40.12,20.64,29.75,0,5.74,21.05
15.55131,32.53211,2012,3,12,21.37,-0.17,41.79,20.42,30.52,0,4.08,14.32
15.55131,32.53211,2012,3,13,20.21,-2.02,41.3,21.09,30.64,0,3.39,11.83
15.55131,32.53211,2012,3,14,17.92,3.49,39.49,21.56,29.93,0,5.3,19.31
15.55131,32.53211,2012,3,15,15.97,3.81,37.52,21.56,28.71,0,5.31,20.76
15.55131,32.53211,2012,3,16,17,-0.07,35.63,18.63,26.52,0,4.05,18.03
15.55131,32.53211,2012,3,17,16.12,-3.75,33.19,17.07,24.52,0,2.96,14.88
15.55131,32.53211,2012,3,18,16.92,-1.82,32.52,15.6,23.67,0,3.55,18.74
15.55131,32.53211,2012,3,19,20.02,-3.08,34.74,14.71,24.61,0,3.17,15.81
15.55131,32.53211,2012,3,20,18.29,-3.33,34.49,16.2,24.93,0,3.16,15.48
15.55131,32.53211,2012,3,21,18.26,-5.87,33.49,15.23,23.82,0,2.59,13.52
15.55131,32.53211,2012,3,22,20.53,-10.77,33.51,12.97,23.02,0,1.5,8.24
15.55131,32.53211,2012,3,23,20.46,-10.84,34.5,14.04,23.92,0,1.47,7.64
15.55131,32.53211,2012,3,24,21.25,-6.59,36.35,15.1,25.74,0,2.29,10.68
15.55131,32.53211,2012,3,25,18.77,-7.39,37.13,18.36,27.36,0,2.12,8.98
15.55131,32.53211,2012,3,26,18.31,-7.82,37.05,18.75,27.14,0,2.01,8.63
15.55131,32.53211,2012,3,27,18.51,-7.26,35.84,17.33,26.08,0,2.13,9.74
15.55131,32.53211,2012,3,28,17.96,-7.24,34.81,16.85,25.6,0,2.13,10.03
15.55131,32.53211,2012,3,29,17.78,-6.01,34.37,16.59,25.23,0,2.4,11.53
15.55131,32.53211,2012,3,30,17.67,-4.22,35.24,17.58,25.96,0,2.8,12.91
15.55131,32.53211,2012,3,31,18.09,-4.21,35.51,17.42,26.19,0,2.81,12.77
15.55131,32.53211,2012,4,1,18.24,-1.85,36.78,18.54,27.56,0,3.41,14.27
15.55131,32.53211,2012,4,2,18.34,-2.76,38.11,19.77,28.75,0,3.18,12.43
15.55131,32.53211,2012,4,3,15.83,-5.53,36.9,21.07,28,0,2.56,10.45
15.55131,32.53211,2012,4,4,20.86,-3.63,38.23,17.37,27.8,0,3.04,12.53
15.55131,32.53211,2012,4,5,18.16,-1.34,37.81,19.65,28.41,0,3.57,14.19
15.55131,32.53211,2012,4,6,19.04,1.53,38.44,19.39,29.03,0,4.6,17.62
15.55131,32.53211,2012,4,7,18.13,2.46,38.83,20.7,29.71,0,4.86,17.88
15.55131,32.53211,2012,4,8,17.21,0.78,39.56,22.35,30.81,0,4.25,14.66
15.55131,32.53211,2012,4,9,17.97,-0.99,39.72,21.75,30.65,0,3.67,12.8
15.55131,32.53211,2012,4,10,18.54,-2.57,40.86,22.32,31.5,0,3.24,10.75
15.55131,32.53211,2012,4,11,18.9,2.17,41.9,23,32.57,0,4.64,14.49
15.55131,32.53211,2012,4,12,16.71,-2.28,40.76,24.05,31.62,0,3.33,11
15.55131,32.53211,2012,4,13,18.73,-8.7,39.3,20.57,29.38,0,1.86,6.97
15.55131,32.53211,2012,4,14,19.6,-5.61,39.69,20.09,29.73,0,2.51,9.22
15.55131,32.53211,2012,4,15,19.22,-2.72,40.76,21.55,31.1,0,3.19,10.84
15.55131,32.53211,2012,4,16,19.74,-4.25,42.02,22.29,32.15,0,2.8,8.97
15.55131,32.53211,2012,4,17,19.91,-0.53,43.2,23.29,33.18,0,3.82,11.53
15.55131,32.53211,2012,4,18,18.51,4.91,43.36,24.85,33.91,0,5.9,17.07
15.55131,32.53211,2012,4,19,16.75,0.47,42.44,25.69,33.55,0,4.11,12.14
15.55131,32.53211,2012,4,20,17.9,-0.3,41.69,23.79,32.44,0,3.91,12.3
15.55131,32.53211,2012,4,21,19.61,-4.65,41.75,22.14,31.59,0,2.82,9.32
15.55131,32.53211,2012,4,22,19.46,-1.39,40.68,21.22,30.82,0,3.75,12.94
15.55131,32.53211,2012,4,23,17.66,-7.04,39.46,21.8,30.34,0,2.19,7.79
15.55131,32.53211,2012,4,24,17.88,-8.04,38.12,20.24,28.87,0,1.98,7.66
15.55131,32.53211,2012,4,25,19.66,-9.9,38.52,18.87,28.37,0,1.62,6.48
15.55131,32.53211,2012,4,26,20.89,-10.63,39.25,18.36,28.81,0,1.49,5.8
15.55131,32.53211,2012,4,27,20.23,-7.63,40.34,20.11,30.11,0,2.06,7.43
15.55131,32.53211,2012,4,28,19.41,-5.71,40.75,21.34,30.84,0,2.47,8.53
15.55131,32.53211,2012,4,29,19.49,-6.53,41.37,21.88,31.81,0,2.3,7.52
15.55131,32.53211,2012,4,30,17.51,-3.7,42.29,24.78,33.52,0,2.94,8.72
15.55131,32.53211,2012,5,1,15.2,-3.54,41.61,26.41,33.57,0,2.98,8.81
15.55131,32.53211,2012,5,2,16.31,-0.41,39.8,23.49,31.51,0,3.83,12.71
15.55131,32.53211,2012,5,3,16.19,-2.48,39.18,22.98,31.18,0,3.25,11.01
15.55131,32.53211,2012,5,4,15.6,-3.42,40.26,24.65,31.8,0,3.02,9.87
15.55131,32.53211,2012,5,5,16.62,0.5,40.81,24.2,32.34,0,4.12,13.06
15.55131,32.53211,2012,5,6,17.92,-0.25,42.98,25.06,33.88,0,3.92,11.39
15.55131,32.53211,2012,5,7,17.35,0.68,42.9,25.55,34,0,4.16,12.01
15.55131,32.53211,2012,5,8,16.65,-2.53,41.91,25.26,33.24,0,3.29,9.9
15.55131,32.53211,2012,5,9,17.79,-3.12,41.8,24.01,32.78,0,3.09,9.56
15.55131,32.53211,2012,5,10,20,-5.82,43.15,23.15,33.4,0,2.47,7.38
15.55131,32.53211,2012,5,11,16.52,6.37,44.04,27.53,35.31,0,6.56,17.59
15.55131,32.53211,2012,5,12,16.19,4.11,42.46,26.27,34,0,5.78,16.69
15.55131,32.53211,2012,5,13,17.24,-2.1,42.74,25.5,33.94,0,3.36,9.74
15.55131,32.53211,2012,5,14,18.54,1.44,42.45,23.91,33.59,0,4.67,13.78
15.55131,32.53211,2012,5,15,18.75,-0.59,44.39,25.64,35.04,0,3.86,10.5
15.55131,32.53211,2012,5,16,16.68,7.33,42.76,26.09,34.56,0,7.36,20.56
15.55131,32.53211,2012,5,17,15.87,0.83,42.72,26.85,34.75,0,4.31,11.91
15.55131,32.53211,2012,5,18,18.07,-4.19,41.9,23.83,33.05,0,2.96,9.01
15.55131,32.53211,2012,5,19,17.43,0.17,42.52,25.09,34.29,0,4.14,11.76
15.55131,32.53211,2012,5,20,15.48,2.89,43.14,27.66,35.2,0,5.06,13.65
15.55131,32.53211,2012,5,21,15.86,8.42,43.57,27.72,35.6,0,7.58,19.98
15.55131,32.53211,2012,5,22,14.66,10.67,43.6,28.94,36.25,0,8.51,21.62
15.55131,32.53211,2012,5,23,12.83,13.86,42.31,29.48,36.17,0,10.59,27.03
15.55131,32.53211,2012,5,24,13.3,12.51,42.69,29.39,36.26,0,9.64,24.48
15.55131,32.53211,2012,5,25,13.07,12.8,43.04,29.97,36.76,0.01,9.81,24.27
15.55131,32.53211,2012,5,26,12.43,11.97,43.13,30.7,36.88,1.15,9.25,22.72
15.55131,32.53211,2012,5,27,10,15.75,40.06,30.06,34.99,0.44,11.77,32.06
15.55131,32.53211,2012,5,28,13.41,15.37,42.14,28.73,35.37,0,11.55,30.8
15.55131,32.53211,2012,5,29,15.12,12.09,43.44,28.31,36.6,0,9.32,23.27
15.55131,32.53211,2012,5,30,14.56,11.67,43.96,29.4,37.08,0.01,9.26,22.51
15.55131,32.53211,2012,5,31,15.35,11.59,43.8,28.45,36.65,0,9.18,22.85
15.55131,32.53211,2012,6,1,14.63,6.86,44.49,29.86,37.38,0,6.55,15.68
15.55131,32.53211,2012,6,2,14.45,10.18,43.92,29.48,36.97,0,8.33,20.36
15.55131,32.53211,2012,6,3,14.04,9.76,43.45,29.41,36.78,0,8.03,19.83
15.55131,32.53211,2012,6,4,12.03,15.83,41.95,29.93,35.92,0.01,11.91,30.77
15.55131,32.53211,2012,6,5,12.86,15.77,42.4,29.54,36.3,0,11.89,30.12
15.55131,32.53211,2012,6,6,13.16,4.75,44.1,30.95,36.97,0,6.1,14.93
15.55131,32.53211,2012,6,7,14.64,-2.64,42.2,27.56,34.73,0,3.21,8.9
15.55131,32.53211,2012,6,8,16.31,0.69,41.88,25.58,33.89,0,4.4,12.77
15.55131,32.53211,2012,6,9,16,0.04,43.21,27.21,35.3,0,3.96,10.64
15.55131,32.53211,2012,6,10,15.5,3.11,42.93,27.44,35.88,0,5.02,13.08
15.55131,32.53211,2012,6,11,14.06,9.06,41.71,27.65,35.16,0,8.01,21.67
15.55131,32.53211,2012,6,12,13.91,8.43,42.24,28.34,35.09,0,7.74,20.99
15.55131,32.53211,2012,6,13,16.79,-0.77,43.49,26.7,35.09,0,3.73,10.13
15.55131,32.53211,2012,6,14,17.11,0.29,43.25,26.14,35,0,4.04,11.02
15.55131,32.53211,2012,6,15,15.95,0.57,43.32,27.36,35.5,0,4.12,10.94
15.55131,32.53211,2012,6,16,16.51,-0.21,42.51,26.01,34.72,0,3.91,10.83
15.55131,32.53211,2012,6,17,16.26,0.99,42.62,26.35,34.77,0,4.26,11.76
15.55131,32.53211,2012,6,18,17.52,1.75,43.67,26.15,35.47,0,4.52,12.01
15.55131,32.53211,2012,6,19,16.46,3.8,43.99,27.53,36.08,0.05,5.23,13.44
15.55131,32.53211,2012,6,20,13.75,8.85,41.76,28.01,34.91,0.05,7.9,21.63
15.55131,32.53211,2012,6,21,12.55,15.1,41.08,28.53,34.88,0.15,11.32,30.96
15.55131,32.53211,2012,6,22,8.03,17.12,37.63,29.6,33.35,0.8,12.8,38.17
15.55131,32.53211,2012,6,23,11.69,16.19,39.79,28.09,33.66,0.21,12.07,35.47
15.55131,32.53211,2012,6,24,11.91,15.05,39.72,27.81,34.37,0,11.19,31.56
15.55131,32.53211,2012,6,25,11.13,18.01,37.24,26.12,31.67,0.12,13.52,44.33
15.55131,32.53211,2012,6,26,9.93,17.45,36.94,27.01,31.97,0.08,13.06,42.19
15.55131,32.53211,2012,6,27,11.57,15.99,39.42,27.85,33.9,0.06,11.89,34.4
15.55131,32.53211,2012,6,28,12.72,15.18,40.87,28.15,34.34,0.03,11.34,31.98
15.55131,32.53211,2012,6,29,12.21,15.32,40.18,27.97,33.76,0.09,11.68,34.01
15.55131,32.53211,2012,6,30,10.83,16.73,38.57,27.74,32.91,2.15,12.55,38.33
15.55131,32.53211,2012,7,1,10.69,18.14,38,27.31,31.92,4.79,13.75,44.37
15.55131,32.53211,2012,7,2,8.94,19.6,34.76,25.82,29.69,1.68,15.02,55
15.55131,32.53211,2012,7,3,11.39,19.5,35.67,24.28,29.7,2.68,14.88,54.47
15.55131,32.53211,2012,7,4,10.47,17.83,36.08,25.62,30.6,0.6,13.41,46.71
15.55131,32.53211,2012,7,5,11.75,18.93,37.02,25.26,30.81,8.48,14.44,49.56
15.55131,32.53211,2012,7,6,9.84,20.45,34.19,24.35,28.91,6.71,15.8,60.47
15.55131,32.53211,2012,7,7,10.48,18.91,34.3,23.83,28.74,4.69,14.35,55.59
15.55131,32.53211,2012,7,8,12.86,18.54,37.42,24.55,30.95,0.77,14.04,47.91
15.55131,32.53211,2012,7,9,10.06,19.5,35.8,25.75,30.56,4.39,14.86,51.8
15.55131,32.53211,2012,7,10,12.28,18.96,37.43,25.16,31.21,0.4,14.39,48.3
15.55131,32.53211,2012,7,11,12.22,18.26,38.78,26.56,32.43,0.72,13.84,43.37
15.55131,32.53211,2012,7,12,12.66,15.71,38.76,26.09,32.13,0.85,12.03,38.36
15.55131,32.53211,2012,7,13,13.38,17.04,38.8,25.42,31.87,1.19,13,42.09
15.55131,32.53211,2012,7,14,10.61,18.58,37.82,27.21,31.73,0.81,14.08,45.92
15.55131,32.53211,2012,7,15,13.86,17.28,39.32,25.46,31.85,0.28,13.06,42.34
15.55131,32.53211,2012,7,16,16.06,16.64,41.57,25.51,33.18,0.36,12.79,38.42
15.55131,32.53211,2012,7,17,11.97,14.06,38.82,26.84,32.38,0.06,11.26,35.39
15.55131,32.53211,2012,7,18,9.01,18.59,35.26,26.25,30.36,0.44,14.08,49.66
15.55131,32.53211,2012,7,19,8.76,19.69,34.43,25.67,30.04,0.01,15.03,54.07
15.55131,32.53211,2012,7,20,11.73,19.56,37.62,25.89,31.42,0.36,14.92,49.62
15.55131,32.53211,2012,7,21,12.51,17.58,39.33,26.83,32.78,0.35,13.29,40.88
15.55131,32.53211,2012,7,22,11.92,17.98,38.24,26.31,31.45,0.25,13.68,45.39
15.55131,32.53211,2012,7,23,12.59,18.1,38.73,26.14,32.07,0.92,13.66,43.76
15.55131,32.53211,2012,7,24,12.91,17.48,39.08,26.18,32.49,0.62,13.24,41.4
15.55131,32.53211,2012,7,25,13.61,15.75,40.04,26.43,32.65,2.82,12.26,37.95
15.55131,32.53211,2012,7,26,10.79,19.47,36.17,25.39,30.45,2.43,14.88,52.19
15.55131,32.53211,2012,7,27,13.08,18.18,37.82,24.74,30.91,0.8,13.71,46.84
15.55131,32.53211,2012,7,28,12.42,19.1,37.57,25.15,30.47,3.84,14.59,51.04
15.55131,32.53211,2012,7,29,8.7,20.59,34.02,25.32,29.6,3.9,15.92,58.52
15.55131,32.53211,2012,7,30,6.34,20.31,30.71,24.38,27.31,0.34,15.63,65.74
15.55131,32.53211,2012,7,31,10.85,19.58,34.5,23.65,28.6,0.23,14.93,58.33
15.55131,32.53211,2012,8,1,8.96,19.3,33.71,24.76,29.14,0.91,14.71,55.7
15.55131,32.53211,2012,8,2,8.36,20.47,33.14,24.78,28.75,0.64,15.77,61.07
15.55131,32.53211,2012,8,3,9.55,19.81,34.13,24.58,29.27,0.44,15.13,56.89
15.55131,32.53211,2012,8,4,12.79,19.3,37.91,25.13,30.91,2.73,14.78,50.55
15.55131,32.53211,2012,8,5,7.7,21.22,32.58,24.88,28.05,1.08,16.52,66.58
15.55131,32.53211,2012,8,6,11.68,19.55,34.92,23.23,29.15,0.29,14.95,56.52
15.55131,32.53211,2012,8,7,11.66,19.07,37.1,25.44,30.86,1.08,14.54,49.78
15.55131,32.53211,2012,8,8,8.04,19.46,33,24.96,28.92,1.54,14.8,56.78
15.55131,32.53211,2012,8,9,11.42,18.92,35.63,24.21,29.61,1.12,14.3,52.82
15.55131,32.53211,2012,8,10,11.09,19.58,35.89,24.8,30.05,0.6,14.92,53.68
15.55131,32.53211,2012,8,11,10.19,19.64,36.01,25.82,30.26,3.09,14.96,53.18
15.55131,32.53211,2012,8,12,8.46,20.14,32.73,24.27,28.18,1.76,15.42,61.74
15.55131,32.53211,2012,8,13,8.49,19.54,33.33,24.84,28.53,1.93,14.88,58.33
15.55131,32.53211,2012,8,14,9.94,19.34,33.67,23.74,28.23,2.17,14.67,58.6
15.55131,32.53211,2012,8,15,12.56,19.03,36.28,23.72,29.67,0.63,14.45,53.11
15.55131,32.53211,2012,8,16,11.13,18.7,36.2,25.08,30.52,0.41,14.14,49.43
15.55131,32.53211,2012,8,17,11.95,18.3,37.17,25.22,30.72,4.52,13.8,47.71
15.55131,32.53211,2012,8,18,13.96,17.48,37.46,23.5,30.4,2.63,13.2,46.46
15.55131,32.53211,2012,8,19,9.35,19.81,34.4,25.05,29.6,0.06,15.17,55.92
15.55131,32.53211,2012,8,20,12.53,18.68,36.84,24.31,30.67,0.36,14.11,48.96
15.55131,32.53211,2012,8,21,11.71,18.77,37.13,25.43,30.96,0.45,14.15,48.3
15.55131,32.53211,2012,8,22,9.66,19.19,35.61,25.95,30.69,0.43,14.54,50.41
15.55131,32.53211,2012,8,23,10.42,18.31,36.26,25.84,30.58,0.36,13.84,48.28
15.55131,32.53211,2012,8,24,13.1,17.62,37.37,24.27,31.04,0.2,13.27,45.04
15.55131,32.53211,2012,8,25,15.34,14.94,40.9,25.56,33,0.5,11.51,35.03
15.55131,32.53211,2012,8,26,13.05,16.25,38.01,24.96,30.96,0.11,12.66,43.25
15.55131,32.53211,2012,8,27,12.59,17.08,37.17,24.58,29.86,0.24,12.96,47.16
15.55131,32.53211,2012,8,28,16.38,12.87,40.09,23.71,31.46,0.71,9.88,32.85
15.55131,32.53211,2012,8,29,13.51,17.96,38.73,25.21,31.72,0.79,13.52,44.2
15.55131,32.53211,2012,8,30,12.74,18.29,38.95,26.21,32.39,0.24,13.81,43.47
15.55131,32.53211,2012,8,31,11.83,17.07,38.88,27.06,32.1,0.41,13.16,42.11
15.55131,32.53211,2012,9,1,12.49,18.84,37.21,24.72,30.74,0.31,14.38,49.7
15.55131,32.53211,2012,9,2,15.15,15.28,40.16,25.01,32.53,0.14,11.87,37.13
15.55131,32.53211,2012,9,3,15.65,6.89,41.5,25.85,33.31,0.01,7.03,21.06
15.55131,32.53211,2012,9,4,15.63,9.9,39.85,24.23,31.9,0.01,8.79,28.5
15.55131,32.53211,2012,9,5,15.89,10.88,40.37,24.47,32.71,0,9.04,27.98
15.55131,32.53211,2012,9,6,14.98,7.12,40.52,25.54,32.74,0.02,7.14,22.11
15.55131,32.53211,2012,9,7,15.89,8.9,39.8,23.91,31.74,0,8.13,26.66
15.55131,32.53211,2012,9,8,16.45,4.9,40.43,23.97,32.09,0,6.11,19.67
15.55131,32.53211,2012,9,9,15.35,8.2,39.5,24.15,32.03,0,7.52,24.26
15.55131,32.53211,2012,9,10,15.74,6.74,40.93,25.18,33.11,0,6.52,19.78
15.55131,32.53211,2012,9,11,15.86,6.6,40.72,24.86,33.1,0,6.43,19.55
15.55131,32.53211,2012,9,12,14.03,8.82,39.21,25.19,32.28,0,7.73,24.58
15.55131,32.53211,2012,9,13,13.87,10.73,40.2,26.33,33.26,0.01,8.76,26.34
15.55131,32.53211,2012,9,14,15.48,7.87,40.65,25.17,32.99,0,7.48,22.86
15.55131,32.53211,2012,9,15,14.79,6.35,39.88,25.08,32.32,0,6.91,21.94
15.55131,32.53211,2012,9,16,12.76,13.01,38.29,25.53,31.88,0.01,10.25,33.34
15.55131,32.53211,2012,9,17,15.66,12.66,40.16,24.5,32.81,0.09,9.89,30.52
15.55131,32.53211,2012,9,18,15.83,8.19,41.29,25.47,33.61,0,7.51,22.15
15.55131,32.53211,2012,9,19,16.6,11.43,41.34,24.74,33.08,0.02,9.92,30.09
15.55131,32.53211,2012,9,20,13.66,16.42,38.81,25.15,31.94,0.35,12.55,40.52
15.55131,32.53211,2012,9,21,14.79,16.29,40.69,25.9,32.87,0.05,12.51,38.34
15.55131,32.53211,2012,9,22,14.13,13.72,40.7,26.57,33.41,0.11,10.87,32.35
15.55131,32.53211,2012,9,23,15.59,12.4,41.4,25.81,33.59,0.02,9.93,29.26
15.55131,32.53211,2012,9,24,15.41,10.98,41.54,26.13,33.94,0.04,9.11,26.31
15.55131,32.53211,2012,9,25,14.33,12.63,41.35,27.02,34.07,0,10.08,28.88
15.55131,32.53211,2012,9,26,10.93,16,38.31,27.38,32.99,0.09,12.17,37.06
15.55131,32.53211,2012,9,27,14.78,10.71,41.58,26.8,34.19,0.03,8.88,25.33
15.55131,32.53211,2012,9,28,13.36,15.8,40.49,27.13,33.83,0.27,11.84,34.45
15.55131,32.53211,2012,9,29,14.09,14.87,40.89,26.81,34.08,0.75,11.28,32.36
15.55131,32.53211,2012,9,30,13.28,14.81,40.86,27.57,34.35,0.18,11.33,31.99
15.55131,32.53211,2012,10,1,10.52,17.71,38.33,27.81,32.49,2.42,13.36,41.86
15.55131,32.53211,2012,10,2,12,18.65,37.42,25.42,31.6,2.54,14.12,46.52
15.55131,32.53211,2012,10,3,10.45,17.02,37.57,27.11,31.89,0.04,12.81,41.56
15.55131,32.53211,2012,10,4,13.51,15.12,39.99,26.48,33.63,0.02,11.34,33.31
15.55131,32.53211,2012,10,5,14.21,11,41.12,26.9,33.77,0.01,8.84,25.78
15.55131,32.53211,2012,10,6,15.59,10.24,41.07,25.48,33.62,0,8.42,24.79
15.55131,32.53211,2012,10,7,14.96,9.9,41.46,26.5,34.18,0,8.15,23.27
15.55131,32.53211,2012,10,8,13.45,11.19,41.18,27.73,34.44,0.04,8.77,24.66
15.55131,32.53211,2012,10,9,13.94,9.53,40.96,27.01,33.73,6.12,7.93,23.18
15.55131,32.53211,2012,10,10,7.92,16.18,31.87,23.95,27.25,28.15,12.18,51.52
15.55131,32.53211,2012,10,11,15.23,14.07,37.43,22.2,29.78,0.61,10.67,39.02
15.55131,32.53211,2012,10,12,15.58,11.44,38.77,23.19,30.24,0.08,9.05,32.29
15.55131,32.53211,2012,10,13,15.54,13.65,39.22,23.68,31.8,0,10.5,34.21
15.55131,32.53211,2012,10,14,11.91,17.32,38.84,26.93,32.93,0,13.16,40.17
